ModelName,BERTScore Precision (Mean),BERTScore Recall (Mean),BERTScore F1
replication_llama2_70b,0.83,0.88,0.85
replication_llama2_70b,0.91,0.95,0.93
replication_llama2_70b,0.89,0.93,0.91
replication_llama2_70b,0.88,0.91,0.9
replication_llama2_70b,0.91,0.89,0.9
replication_llama2_70b,0.9,0.93,0.92
replication_llama2_70b,0.84,0.87,0.86
replication_llama2_70b,0.86,0.85,0.86
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.83,0.86,0.84
replication_llama2_70b,0.82,0.92,0.86
replication_llama2_70b,0.86,0.85,0.85
replication_llama2_70b,0.79,0.84,0.82
replication_llama2_70b,0.88,0.85,0.86
replication_llama2_70b,0.87,0.9,0.89
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.82,0.85,0.84
replication_llama2_70b,0.84,0.93,0.88
replication_llama2_70b,0.88,0.91,0.9
replication_llama2_70b,0.87,0.85,0.86
replication_llama2_70b,0.81,0.91,0.86
replication_llama2_70b,0.88,0.95,0.92
replication_llama2_70b,0.85,0.94,0.89
replication_llama2_70b,0.86,0.92,0.89
replication_llama2_70b,0.84,0.83,0.83
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.84,0.86,0.85
replication_llama2_70b,0.87,0.88,0.88
replication_llama2_70b,0.87,0.88,0.88
replication_llama2_70b,0.88,0.93,0.9
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.84,0.84,0.84
replication_llama2_70b,0.81,0.82,0.82
replication_llama2_70b,0.96,0.95,0.96
replication_llama2_70b,0.87,0.92,0.9
replication_llama2_70b,0.87,0.91,0.89
replication_llama2_70b,0.83,0.82,0.83
replication_llama2_70b,0.9,0.9,0.9
replication_llama2_70b,0.87,0.86,0.87
replication_llama2_70b,0.84,0.9,0.87
replication_llama2_70b,0.89,0.91,0.9
replication_llama2_70b,0.9,0.92,0.91
replication_llama2_70b,0.86,0.9,0.88
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.85,0.84,0.84
replication_llama2_70b,0.87,0.88,0.87
replication_llama2_70b,0.83,0.91,0.87
replication_llama2_70b,0.85,0.87,0.86
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.86,0.84,0.85
replication_llama2_70b,0.96,0.97,0.96
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.83,0.81,0.82
replication_llama2_70b,0.82,0.85,0.83
replication_llama2_70b,0.81,0.84,0.83
replication_llama2_70b,0.91,0.9,0.91
replication_llama2_70b,0.87,0.9,0.89
replication_llama2_70b,0.85,0.87,0.86
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.85,0.82,0.84
replication_llama2_70b,0.84,0.84,0.84
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.86,0.92,0.89
replication_llama2_70b,0.85,0.83,0.84
replication_llama2_70b,0.84,0.87,0.85
replication_llama2_70b,0.8,0.85,0.82
replication_llama2_70b,0.79,0.83,0.81
replication_llama2_70b,0.86,0.84,0.85
replication_llama2_70b,0.8,0.87,0.84
replication_llama2_70b,0.92,0.91,0.92
replication_llama2_70b,0.84,0.84,0.84
replication_llama2_70b,0.88,0.9,0.89
replication_llama2_70b,0.84,0.92,0.88
replication_llama2_70b,0.84,0.87,0.85
replication_llama2_70b,0.86,0.9,0.88
replication_llama2_70b,0.86,0.85,0.85
replication_llama2_70b,0.83,0.91,0.87
replication_llama2_70b,0.83,0.88,0.86
replication_llama2_70b,0.89,0.88,0.89
replication_llama2_70b,0.88,0.93,0.91
replication_llama2_70b,0.81,0.84,0.83
replication_llama2_70b,0.8,0.86,0.83
replication_llama2_70b,0.89,0.93,0.91
replication_llama2_70b,0.81,0.85,0.83
replication_llama2_70b,0.85,0.86,0.86
replication_llama2_70b,0.86,0.93,0.89
replication_llama2_70b,0.8,0.82,0.81
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.95,0.96,0.96
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.88,0.87,0.88
replication_llama2_70b,0.9,0.88,0.89
replication_llama2_70b,0.84,0.86,0.85
replication_llama2_70b,0.87,0.91,0.89
replication_llama2_70b,0.82,0.85,0.83
replication_llama2_70b,0.83,0.87,0.85
replication_llama2_70b,0.94,0.94,0.94
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.8,0.86,0.83
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.83,0.88,0.85
replication_llama2_70b,0.85,0.84,0.84
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.87,0.88,0.88
replication_llama2_70b,0.79,0.83,0.81
replication_llama2_70b,0.85,0.9,0.88
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.83,0.9,0.86
replication_llama2_70b,0.83,0.85,0.84
replication_llama2_70b,0.83,0.85,0.84
replication_llama2_70b,0.82,0.83,0.83
replication_llama2_70b,0.92,0.92,0.92
replication_llama2_70b,0.86,0.9,0.88
replication_llama2_70b,0.86,0.91,0.89
replication_llama2_70b,0.91,0.94,0.92
replication_llama2_70b,0.86,0.89,0.88
replication_llama2_70b,0.82,0.85,0.83
replication_llama2_70b,0.93,0.94,0.93
replication_llama2_70b,0.85,0.84,0.85
replication_llama2_70b,0.78,0.87,0.82
replication_llama2_70b,0.8,0.82,0.81
replication_llama2_70b,0.84,0.88,0.86
replication_llama2_70b,0.86,0.88,0.87
replication_llama2_70b,0.89,0.88,0.89
replication_llama2_70b,0.89,0.88,0.88
replication_llama2_70b,0.84,0.83,0.84
replication_llama2_70b,0.89,0.91,0.9
replication_llama2_70b,0.9,0.89,0.89
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.88,0.92,0.9
replication_llama2_70b,0.85,0.87,0.86
replication_llama2_70b,0.85,0.86,0.86
replication_llama2_70b,0.81,0.84,0.82
replication_llama2_70b,0.83,0.84,0.84
replication_llama2_70b,0.83,0.87,0.85
replication_llama2_70b,0.83,0.85,0.84
replication_llama2_70b,0.83,0.85,0.84
replication_llama2_70b,0.85,0.88,0.87
replication_llama2_70b,0.87,0.93,0.9
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.8,0.84,0.82
replication_llama2_70b,0.87,0.86,0.86
replication_llama2_70b,0.81,0.88,0.84
replication_llama2_70b,0.91,0.89,0.9
replication_llama2_70b,0.85,0.88,0.86
replication_llama2_70b,0.84,0.91,0.87
replication_llama2_70b,0.84,0.84,0.84
replication_llama2_70b,0.83,0.86,0.84
replication_llama2_70b,0.84,0.84,0.84
replication_llama2_70b,0.86,0.91,0.88
replication_llama2_70b,0.92,0.95,0.94
replication_llama2_70b,0.86,0.85,0.85
replication_llama2_70b,0.86,0.9,0.88
replication_llama2_70b,0.86,0.85,0.86
replication_llama2_70b,0.83,0.86,0.84
replication_llama2_70b,0.82,0.81,0.82
replication_llama2_70b,0.85,0.91,0.88
replication_llama2_70b,0.9,0.89,0.9
replication_llama2_70b,0.81,0.81,0.81
replication_llama2_70b,0.84,0.9,0.87
replication_llama2_70b,0.91,0.93,0.92
replication_llama2_70b,0.9,0.9,0.9
replication_llama2_70b,0.86,0.87,0.86
replication_llama2_70b,0.83,0.88,0.85
replication_llama2_70b,0.84,0.85,0.84
replication_llama2_70b,0.89,0.88,0.88
replication_llama2_70b,0.86,0.88,0.87
replication_llama2_70b,0.87,0.88,0.87
replication_llama2_70b,0.79,0.83,0.81
replication_llama2_70b,0.82,0.83,0.82
replication_llama2_70b,0.83,0.85,0.84
replication_llama2_70b,0.83,0.84,0.84
replication_llama2_70b,0.85,0.86,0.86
replication_llama2_70b,0.86,0.89,0.87
replication_llama2_70b,0.85,0.84,0.84
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.91,0.9,0.91
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.93,0.96,0.95
replication_llama2_70b,0.83,0.84,0.83
replication_llama2_70b,0.87,0.86,0.87
replication_llama2_70b,0.92,0.87,0.89
replication_llama2_70b,0.89,0.87,0.88
replication_llama2_70b,0.88,0.91,0.89
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.86,0.9,0.88
replication_llama2_70b,0.88,0.9,0.89
replication_llama2_70b,0.88,0.89,0.88
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.86,0.84,0.85
replication_llama2_70b,0.83,0.83,0.83
replication_llama2_70b,0.86,0.87,0.86
replication_llama2_70b,0.81,0.84,0.82
replication_llama2_70b,0.92,0.91,0.91
replication_llama2_70b,0.92,0.94,0.93
replication_llama2_70b,0.84,0.85,0.85
replication_llama2_70b,0.83,0.85,0.84
replication_llama2_70b,0.9,0.89,0.9
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.86,0.93,0.9
replication_llama2_70b,0.79,0.9,0.84
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.88,0.91,0.9
replication_llama2_70b,0.84,0.86,0.85
replication_llama2_70b,0.85,0.88,0.87
replication_llama2_70b,0.83,0.82,0.83
replication_llama2_70b,0.82,0.85,0.83
replication_llama2_70b,0.84,0.87,0.85
replication_llama2_70b,0.83,0.9,0.86
replication_llama2_70b,0.86,0.88,0.87
replication_llama2_70b,0.84,0.87,0.85
replication_llama2_70b,0.84,0.85,0.84
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.85,0.87,0.86
replication_llama2_70b,0.81,0.85,0.83
replication_llama2_70b,0.85,0.86,0.86
replication_llama2_70b,0.85,0.88,0.86
replication_llama2_70b,0.88,0.87,0.88
replication_llama2_70b,0.89,0.91,0.9
replication_llama2_70b,0.87,0.86,0.86
replication_llama2_70b,0.86,0.85,0.86
replication_llama2_70b,0.89,0.85,0.87
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.87,0.88,0.87
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.93,0.9,0.91
replication_llama2_70b,0.88,0.94,0.91
replication_llama2_70b,0.82,0.92,0.87
replication_llama2_70b,0.85,0.9,0.88
replication_llama2_70b,0.88,0.87,0.87
replication_llama2_70b,0.88,0.89,0.88
replication_llama2_70b,0.87,0.86,0.86
replication_llama2_70b,0.83,0.92,0.87
replication_llama2_70b,0.81,0.85,0.83
replication_llama2_70b,0.85,0.87,0.86
replication_llama2_70b,0.85,0.91,0.88
replication_llama2_70b,0.85,0.91,0.88
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.91,0.91,0.91
replication_llama2_70b,0.79,0.84,0.81
replication_llama2_70b,0.83,0.84,0.84
replication_llama2_70b,0.85,0.82,0.84
replication_llama2_70b,0.83,0.83,0.83
replication_llama2_70b,0.91,0.87,0.89
replication_llama2_70b,0.85,0.88,0.86
replication_llama2_70b,0.88,0.86,0.87
replication_llama2_70b,0.85,0.88,0.87
replication_llama2_70b,0.88,0.89,0.88
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.88,0.9,0.89
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.87,0.86,0.86
replication_llama2_70b,0.9,0.9,0.9
replication_llama2_70b,0.88,0.89,0.89
replication_llama2_70b,0.87,0.91,0.89
replication_llama2_70b,0.84,0.88,0.86
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.88,0.92,0.9
replication_llama2_70b,0.92,0.91,0.91
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.89,0.91,0.9
replication_llama2_70b,0.85,0.84,0.85
replication_llama2_70b,0.88,0.87,0.88
replication_llama2_70b,0.92,0.91,0.91
replication_llama2_70b,0.87,0.91,0.89
replication_llama2_70b,0.87,0.86,0.86
replication_llama2_70b,0.82,0.85,0.83
replication_llama2_70b,0.83,0.83,0.83
replication_llama2_70b,0.86,0.87,0.86
replication_llama2_70b,0.9,0.92,0.91
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.85,0.86,0.86
replication_llama2_70b,0.81,0.81,0.81
replication_llama2_70b,0.85,0.83,0.84
replication_llama2_70b,0.87,0.85,0.86
replication_llama2_70b,0.88,0.9,0.89
replication_llama2_70b,0.92,0.92,0.92
replication_llama2_70b,0.82,0.89,0.86
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.85,0.81,0.83
replication_llama2_70b,0.92,0.95,0.93
replication_llama2_70b,0.92,0.95,0.93
replication_llama2_70b,0.81,0.88,0.84
replication_llama2_70b,0.79,0.81,0.8
replication_llama2_70b,0.88,0.92,0.9
replication_llama2_70b,0.84,0.88,0.86
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.82,0.86,0.84
replication_llama2_70b,0.87,0.91,0.89
replication_llama2_70b,0.88,0.89,0.88
replication_llama2_70b,0.88,0.89,0.88
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.84,0.86,0.85
replication_llama2_70b,0.84,0.87,0.86
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.86,0.89,0.88
replication_llama2_70b,0.83,0.83,0.83
replication_llama2_70b,0.85,0.88,0.87
replication_llama2_70b,0.86,0.88,0.87
replication_llama2_70b,0.83,0.82,0.83
replication_llama2_70b,0.84,0.87,0.86
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.85,0.83,0.84
replication_llama2_70b,0.92,0.96,0.94
replication_llama2_70b,0.84,0.87,0.86
replication_llama2_70b,0.85,0.87,0.86
replication_llama2_70b,0.85,0.82,0.83
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.86,0.94,0.9
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.84,0.85,0.84
replication_llama2_70b,0.91,0.92,0.91
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.88,0.94,0.9
replication_llama2_70b,0.86,0.87,0.86
replication_llama2_70b,0.87,0.91,0.89
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.82,0.85,0.84
replication_llama2_70b,0.78,0.76,0.77
replication_llama2_70b,0.86,0.93,0.89
replication_llama2_70b,0.9,0.87,0.88
replication_llama2_70b,0.91,0.87,0.89
replication_llama2_70b,0.84,0.89,0.86
replication_llama2_70b,0.85,0.91,0.88
replication_llama2_70b,0.85,0.83,0.84
replication_llama2_70b,0.93,0.96,0.94
replication_llama2_70b,0.88,0.87,0.88
replication_llama2_70b,0.88,0.86,0.87
replication_llama2_70b,0.85,0.89,0.87
replication_llama2_70b,0.91,0.89,0.9
replication_llama2_70b,0.82,0.86,0.84
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.88,0.91,0.89
replication_llama2_70b,0.79,0.82,0.8
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.84,0.91,0.87
replication_llama2_70b,0.9,0.9,0.9
replication_llama2_70b,0.82,0.85,0.83
replication_llama2_70b,0.88,0.84,0.86
replication_llama2_70b,0.87,0.91,0.89
replication_llama2_70b,0.91,0.87,0.89
replication_llama2_70b,0.84,0.89,0.86
replication_llama2_70b,0.86,0.93,0.89
replication_llama2_70b,0.88,0.85,0.86
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.91,0.9,0.9
replication_llama2_70b,0.85,0.84,0.84
replication_llama2_70b,0.92,0.89,0.9
replication_llama2_70b,0.9,0.91,0.9
replication_llama2_70b,0.87,0.88,0.88
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.82,0.88,0.85
replication_llama2_70b,0.9,0.88,0.89
replication_llama2_70b,0.87,0.91,0.89
replication_llama2_70b,0.86,0.87,0.86
replication_llama2_70b,0.82,0.88,0.85
replication_llama2_70b,0.86,0.91,0.89
replication_llama2_70b,0.81,0.84,0.83
replication_llama2_70b,0.8,0.85,0.82
replication_llama2_70b,0.84,0.86,0.85
replication_llama2_70b,0.79,0.89,0.84
replication_llama2_70b,0.94,0.89,0.92
replication_llama2_70b,0.86,0.89,0.87
replication_llama2_70b,0.9,0.92,0.91
replication_llama2_70b,0.82,0.83,0.82
replication_llama2_70b,0.85,0.89,0.87
replication_llama2_70b,0.84,0.84,0.84
replication_llama2_70b,0.68,0.84,0.75
replication_llama2_70b,0.81,0.85,0.83
replication_llama2_70b,0.88,0.9,0.89
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.83,0.87,0.85
replication_llama2_70b,0.86,0.87,0.86
replication_llama2_70b,0.82,0.85,0.83
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.82,0.85,0.83
replication_llama2_70b,0.9,0.88,0.89
replication_llama2_70b,0.82,0.86,0.84
replication_llama2_70b,0.85,0.84,0.84
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.88,0.86,0.87
replication_llama2_70b,0.85,0.87,0.86
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.81,0.82,0.82
replication_llama2_70b,0.79,0.85,0.82
replication_llama2_70b,0.96,0.96,0.96
replication_llama2_70b,0.78,0.86,0.82
replication_llama2_70b,0.89,0.87,0.88
replication_llama2_70b,0.83,0.84,0.83
replication_llama2_70b,0.83,0.87,0.85
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.88,0.89,0.88
replication_llama2_70b,0.86,0.91,0.88
replication_llama2_70b,0.8,0.84,0.82
replication_llama2_70b,0.88,0.92,0.9
replication_llama2_70b,0.86,0.89,0.87
replication_llama2_70b,0.9,0.92,0.91
replication_llama2_70b,0.87,0.85,0.86
replication_llama2_70b,0.86,0.88,0.87
replication_llama2_70b,0.88,0.87,0.88
replication_llama2_70b,0.84,0.87,0.85
replication_llama2_70b,0.83,0.87,0.85
replication_llama2_70b,0.87,0.9,0.89
replication_llama2_70b,0.85,0.89,0.87
replication_llama2_70b,0.89,0.92,0.91
replication_llama2_70b,0.84,0.9,0.87
replication_llama2_70b,0.83,0.86,0.85
replication_llama2_70b,0.85,0.81,0.83
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.86,0.9,0.88
replication_llama2_70b,0.82,0.85,0.84
replication_llama2_70b,0.89,0.88,0.89
replication_llama2_70b,0.84,0.85,0.84
replication_llama2_70b,0.89,0.91,0.9
replication_llama2_70b,0.85,0.9,0.87
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.93,0.97,0.95
replication_llama2_70b,0.84,0.86,0.85
replication_llama2_70b,0.82,0.85,0.84
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.81,0.89,0.85
replication_llama2_70b,0.82,0.86,0.84
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.84,0.88,0.86
replication_llama2_70b,0.84,0.88,0.86
replication_llama2_70b,0.83,0.86,0.85
replication_llama2_70b,0.81,0.86,0.83
replication_llama2_70b,0.85,0.87,0.86
replication_llama2_70b,0.91,0.89,0.9
replication_llama2_70b,0.89,0.88,0.89
replication_llama2_70b,0.87,0.86,0.87
replication_llama2_70b,0.89,0.94,0.91
replication_llama2_70b,0.82,0.92,0.87
replication_llama2_70b,0.84,0.88,0.86
replication_llama2_70b,0.89,0.87,0.88
replication_llama2_70b,0.84,0.83,0.84
replication_llama2_70b,0.9,0.89,0.9
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.88,0.86,0.87
replication_llama2_70b,0.85,0.84,0.84
replication_llama2_70b,0.89,0.91,0.9
replication_llama2_70b,0.88,0.89,0.89
replication_llama2_70b,0.82,0.86,0.84
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.84,0.84,0.84
replication_llama2_70b,0.84,0.88,0.86
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.91,0.91,0.91
replication_llama2_70b,0.87,0.94,0.9
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.91,0.92,0.91
replication_llama2_70b,0.82,0.85,0.84
replication_llama2_70b,0.81,0.87,0.84
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.82,0.82,0.82
replication_llama2_70b,0.95,0.86,0.9
replication_llama2_70b,0.84,0.83,0.83
replication_llama2_70b,0.91,0.94,0.92
replication_llama2_70b,0.89,0.9,0.9
replication_llama2_70b,0.82,0.9,0.85
replication_llama2_70b,0.86,0.89,0.87
replication_llama2_70b,0.88,0.92,0.9
replication_llama2_70b,0.85,0.9,0.87
replication_llama2_70b,0.92,0.9,0.91
replication_llama2_70b,0.87,0.88,0.87
replication_llama2_70b,0.82,0.82,0.82
replication_llama2_70b,0.85,0.83,0.84
replication_llama2_70b,0.86,0.85,0.86
replication_llama2_70b,0.82,0.86,0.84
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.83,0.87,0.85
replication_llama2_70b,0.97,0.98,0.98
replication_llama2_70b,0.83,0.86,0.84
replication_llama2_70b,0.89,0.89,0.89
replication_llama2_70b,0.83,0.86,0.85
replication_llama2_70b,0.86,0.89,0.88
replication_llama2_70b,0.9,0.91,0.9
replication_llama2_70b,0.89,0.88,0.88
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.89,0.88,0.89
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.81,0.84,0.82
replication_llama2_70b,0.92,0.92,0.92
replication_llama2_70b,0.85,0.86,0.85
replication_llama2_70b,0.8,0.85,0.82
replication_llama2_70b,0.93,0.91,0.92
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.86,0.85,0.86
replication_llama2_70b,0.92,0.89,0.91
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.84,0.87,0.85
replication_llama2_70b,0.85,0.83,0.84
replication_llama2_70b,0.82,0.8,0.81
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.79,0.85,0.82
replication_llama2_70b,0.86,0.87,0.87
replication_llama2_70b,0.86,0.88,0.87
replication_llama2_70b,0.8,0.83,0.81
replication_llama2_70b,0.88,0.92,0.9
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.84,0.86,0.85
replication_llama2_70b,0.87,0.87,0.87
replication_llama2_70b,0.83,0.87,0.85
replication_llama2_70b,0.83,0.83,0.83
replication_llama2_70b,0.84,0.89,0.86
replication_llama2_70b,0.8,0.8,0.8
replication_llama2_70b,0.85,0.91,0.88
replication_llama2_70b,0.91,0.95,0.93
replication_llama2_70b,0.89,0.88,0.88
replication_llama2_70b,0.86,0.89,0.87
replication_llama2_70b,0.85,0.84,0.85
replication_llama2_70b,0.85,0.86,0.86
replication_llama2_70b,0.86,0.9,0.88
replication_llama2_70b,0.83,0.88,0.85
replication_llama2_70b,0.91,0.93,0.92
replication_llama2_70b,0.84,0.87,0.85
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.85,0.84,0.84
replication_llama2_70b,0.9,0.95,0.93
replication_llama2_70b,0.85,0.85,0.85
replication_llama2_70b,0.83,0.82,0.82
replication_llama2_70b,0.84,0.83,0.84
replication_llama2_70b,0.8,0.84,0.82
replication_llama2_70b,0.91,0.95,0.93
replication_llama2_70b,0.81,0.87,0.84
replication_llama2_70b,0.81,0.87,0.84
replication_llama2_70b,0.85,0.83,0.84
replication_llama2_70b,0.87,0.88,0.88
replication_llama2_70b,0.84,0.82,0.83
replication_llama2_70b,0.87,0.94,0.9
replication_llama2_70b,0.87,0.88,0.88
replication_llama2_70b,0.84,0.85,0.85
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.84,0.89,0.86
replication_llama2_70b,0.92,0.91,0.92
replication_llama2_70b,0.88,0.88,0.88
replication_llama2_70b,0.87,0.89,0.88
replication_llama2_70b,0.83,0.85,0.84
replication_llama2_70b,0.85,0.89,0.87
replication_llama2_70b,0.82,0.84,0.83
replication_llama2_70b,0.86,0.89,0.88
replication_llama2_70b,0.86,0.86,0.86
replication_llama2_70b,0.86,0.87,0.87
